(145.928,304.825,1,0) 
(173.583,299.21,1,1) 
(142.287,301.664,1,1) 
(142.527,305.091,1,1) 
(145.928,304.825,1,1) 
(367.871,300.724,2,0) 
(365.756,297.608,2,1) 
(365.756,297.608,2,1) 
(367.871,300.724,2,1) 
(367.871,300.724,2,1) 
(200.993,399.054,1,0) 
(200.993,399.054,1,1) 
(221.407,394.056,1,1) 
(855.919,395.027,1,0) 
(855.919,395.027,1,1) 
(859.367,394.761,1,1) 
(869.712,393.962,1,1) 
(176.71,509.368,1,0) 
(173.3,509.629,1,1) 
(194.107,508.035,1,1) 
(173.752,506.305,1,0) 
(557.536,493.914,1,0) 
(554.102,494.176,1,0) 
(790.752,495.924,1,0) 
(893.841,497.992,1,0) 
(890.387,498.256,1,1) 
(875.624,496.069,1,1) 
(981.997,504.534,1,0) 
(172.599,499.642,1,0) 
(570.142,496.251,1,0) 
(566.708,496.514,1,0) 
(573.577,495.989,1,1) 
(694.646,315.168,1,0) 
(692.679,312.028,1,1) 
(694.252,309.999,1,1) 
(694.199,309.31,1,1) 
(821.44,288.459,2,0) 
(934.474,299.778,2,0) 
(923.496,296.986,2,1) 
(663.606,399.967,1,0) 
(656.733,400.498,1,0) 
(653.297,400.763,1,1) 
(561.904,404.526,1,0) 
(561.904,404.526,1,1) 
(565.335,404.261,1,1) 
(565.335,404.261,1,1) 
(541.082,402.841,1,1) 
(328.182,392.996,1,0) 
(324.767,393.261,1,1) 
(297.962,395.339,1,1) 
(297.962,395.339,1,1) 
(193.879,383.196,1,0) 
(197.286,382.932,1,1) 
(524.341,493.153,1,0) 
(527.772,492.89,1,0) 
(783.004,489.898,1,0) 
(789.899,489.371,1,0) 
(789.899,489.371,1,0) 
(878.304,485.929,1,0) 
(881.757,485.665,1,1) 
(885.21,485.402,1,1) 
(885.21,485.402,1,1) 
(885.21,485.402,1,1) 
(885.21,485.402,1,1) 
(888.663,485.138,1,1) 
(977.405,494.936,1,0) 
(979.397,498.1,1,1) 
(980.865,494.672,1,1) 
(961.668,496.135,1,1) 
(979.397,498.1,1,1) 
(963.832,499.286,1,1) 
(1080.27,507.01,2,0) 
(1085.56,509.928,2,1) 
(1067.54,511.298,2,1) 
(1067.54,511.298,2,1) 
(1087.2,506.483,2,1) 
(1089.03,509.664,2,1) 
(1033.21,600.624,1,0) 
(1043.26,599.867,1,1) 
(1046.73,599.606,1,1) 
(1033.21,600.624,1,1) 
(1033.21,600.624,1,1) 
(753.804,612.932,3,0) 
(744.251,610.511,3,1) 
(761.567,612.348,3,1) 
(746.905,613.452,3,1) 
(761.567,612.348,3,1) 
(747.7,610.251,3,1) 
(652.621,489.944,1,0) 
(650.309,486.816,1,1) 
(646.87,487.08,1,1) 
(646.87,487.08,1,1) 
(527.032,506.15,2,0) 
(529.506,509.262,2,1) 
(531.981,512.375,2,1) 
(529.506,509.262,2,1) 
(542.722,508.253,2,1) 
(523.257,506.438,2,2) 
(447.119,495.765,1,0) 
(213.095,490.302,2,0) 
(191.261,491.978,2,1) 
(209.683,490.564,2,0) 
(193.329,389.975,1,0) 
(195.944,393.053,1,1) 
(331.598,392.731,1,0) 
(358.418,390.653,1,1) 
(361.835,390.388,1,1) 
(341.846,391.937,1,0) 
(359.28,288.792,1,0) 
(392.676,282.894,1,1) 
(376.578,293.291,1,1) 
(391.376,286.277,1,1) 
(391.376,286.277,1,1) 
(363.822,285.156,1,1) 
(469.51,290.003,3,0) 
(465.267,283.768,3,1) 
(443.877,374.161,1,0) 
(442.577,377.551,3,0) 
(429.062,378.599,3,1) 
(520.512,404.431,1,0) 
(520.512,404.431,1,1) 
(520.512,404.431,1,1) 
(546.054,402.457,1,1) 
(647.266,407.825,1,0) 
(650.702,407.56,1,1) 
(650.702,407.56,1,1) 
(641.965,410.066,1,1) 
(641.693,404.957,1,1) 
(589.717,297.03,1,0) 
(586.289,297.298,1,1) 
(586.289,297.298,1,1) 
(586.289,297.298,1,1) 
(586.289,297.298,1,1) 
(835.747,294.281,2,0) 
(834.109,297.706,2,1) 
(828.862,294.818,3,0) 
(835.345,366.89,3,0) 
(840.258,363.208,3,1) 
(838.791,366.623,3,1) 
(838.791,366.623,3,1) 
(838.791,366.623,3,1) 
(822.77,367.863,1,0) 
(924.47,287.36,1,0) 
(1042.89,297.939,1,0) 
(1046.34,297.67,1,1) 
(1046.34,297.67,1,1) 
(1024.06,299.405,1,1) 
(1125.74,304.714,2,0) 
(1125.74,304.714,2,1) 
(527.818,502.789,1,0) 
(400.602,502.623,1,0) 
(315.807,495.59,1,0) 
(315.016,498.944,1,1) 
(319.225,495.328,1,1) 
(305.735,496.535,1,1) 
(305.735,496.535,1,1) 
(316.337,416.923,1,0) 
(523.94,404.166,1,0) 
(633.793,405.567,3,0) 
(619.98,403.336,2,0) 
(773.671,391.467,1,0) 
(748.372,393.421,1,1) 
(748.372,393.421,1,1) 
(750.69,396.542,1,1) 
(773.671,391.467,1,1) 
(773.671,391.467,1,1) 
(671.31,610.952,1,0) 
(665.033,608.113,1,0) 
(648.365,680.909,1,0) 
(648.365,680.909,1,1) 
(648.365,680.909,1,1) 
(700.213,660.609,0,0) 
(651.287,673.706,1,0) 
(650.161,672.568,1,1) 
(649.298,674.902,1,1) 
(701.579,658.062,1,1) 
(646.978,676.298,1,0) 
(644.644,631.624,1,1) 
(647.579,670.492,1,1) 
(681.915,657.093,1,1) 
(608.24,626.344,1,2) 
(646.978,676.298,1,0) 
(679.663,654.818,1,1) 
(645.521,675.36,1,1) 
(644.395,674.222,1,1) 
(605.539,627.244,1,1) 
(644.989,677.495,1,0) 
(644.126,679.829,1,1) 
(635.78,622.002,1,1) 
(640.942,683.56,1,1) 
(640.68,680.087,1,1) 
(644.388,683.302,1,0) 
(678.332,664.695,1,1) 
(691.033,667.584,1,1) 
(639.215,688.229,1,1) 
(637.226,689.425,1,1) 
(636.363,691.76,1,1) 
(632.091,602.929,1,1) 
(678.089,620.383,1,0) 
(672.749,620.785,1,1) 
(671.462,624.371,1,1) 
(669.911,624.488,1,1) 
(671.199,620.902,1,1) 
