(639.864,407.418) (639.864,407.418) (639.864,407.418) (639.864,407.418) (639.864,407.418) (639.864,407.418) (639.864,407.418) (639.864,407.418) (639.864,407.418) (639.864,407.418) 
(446.466,415.241) (443.026,415.505) (443.026,415.505) (443.026,415.505) (443.026,415.505) (443.026,415.505) (443.026,415.505) (443.026,415.505) (443.026,415.505) (443.026,415.505) 
