(702.516,409.634) (702.516,409.634) (702.516,409.634) (702.516,409.634) (699.066,409.899) (702.227,406.146) (698.488,402.922) (702.516,409.634) (702.516,409.634) (702.516,409.634) 
(404.36,407.96) (404.36,407.96) (404.36,407.96) (404.36,407.96) (404.36,407.96) (404.36,407.96) (404.36,407.96) (404.36,407.96) (404.36,407.96) (404.36,407.96) 
