(644.475,615.133,2,0) 
(656.632,610.87,2,1) 
(641.958,611.979,2,1) 
(656.632,610.87,2,1) 
(657.739,607.443,1,0) 
(643.827,605.15,1,1) 
(655.394,604.276,1,1) 
(650.442,577.907,2,0) 
(655.001,574.219,2,1) 
(652.656,571.055,2,1) 
(650.311,567.89,2,1) 
(647.966,564.726,2,1) 
(651.418,564.465,2,1) 
(650.18,557.875,1,0) 
(657.137,530.621,1,0) 
(660.588,530.359,1,1) 
(659.695,523.747,1,1) 
(657.524,520.572,1,1) 
(657.524,520.572,1,1) 
(655.233,490.696,1,0) 
(656.512,487.261,1,1) 
(655.62,480.653,1,1) 
(652.17,480.916,1,1) 
(653.449,477.481,1,1) 
(653.835,467.44,1,0) 
(655.114,464.005,1,1) 
(652.943,460.834,1,1) 
(652.943,460.834,1,1) 
(650.773,457.663,1,1) 
(652.051,454.229,1,0) 
(640.698,421.744,1,0) 
(639.807,415.143,1,0) 
(641.085,411.711,1,1) 
(638.916,408.544,1,1) 
(636.747,405.376,1,1) 
(638.026,401.945,1,1) 
(638.026,401.945,1,1) 
(637.738,398.458,1,1) 
(641.185,398.193,1,1) 
(638.126,388.429,1,0) 
(633.688,353.522,1,0) 
(633.401,350.038,1,1) 
(657.222,344.521,1,1) 
(654.862,315.956,1,0) 
(633.043,314.137,1,1) 
(649.519,293.241,1,0) 
(659.146,262.896,1,0) 
(655.155,256.551,1,1) 
(656.863,256.243,1,1) 
(654.839,252.724,1,1) 
(654.58,249.592,1,1) 
(652.556,246.073,1,1) 
(654.005,242.634,1,1) 
(650.274,239.423,1,1) 
(651.665,235.289,1,0) 
(656.241,227.757,1,1) 
(656.241,227.757,1,1) 
(654.246,224.587,1,1) 
(653.672,217.631,1,0) 
(653.672,217.631,1,1) 
(653.442,214.85,1,1) 
(651.476,212.028,1,1) 
(651.476,212.028,1,1) 
(653.126,211.024,1,1) 
(654.804,210.369,1,1) 
(654.775,210.021,1,1) 
(658.189,209.406,1,1) 
(658.189,209.406,1,1) 
(659.925,209.445,1,1) 
(651.39,210.985,1,0) 
(653.384,214.154,1,1) 
(651.677,214.462,1,1) 
(655.12,214.194,1,1) 
(651.677,214.462,1,1) 
(651.677,214.462,1,1) 
(653.384,214.154,1,1) 
(651.907,217.244,1,1) 
(648.493,217.859,1,1) 
(653.93,220.761,1,1) 
(653.93,220.761,1,1) 
(650.774,224.507,1,0) 
(650.774,224.507,1,1) 
(654.505,227.717,1,1) 
(651.349,231.463,1,1) 
(653.057,231.155,1,1) 
(653.028,230.807,1,1) 
(656.644,232.627,1,1) 
(653.603,237.764,1,1) 
(655.598,240.935,1,1) 
(655.598,240.935,1,1) 
(657.334,240.975,1,1) 
(655.626,241.283,1,1) 
(657.334,240.975,1,1) 
(657.621,244.454,1,1) 
(654.178,244.721,1,1) 
(650.54,247.299,1,1) 
(656.46,251.372,1,1) 
